year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,256,15,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,226,10,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,382,16,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2060,52,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,90+ years,2,1,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,85-89 years,3,1,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,80-84 years,6,2,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,75-79 years,13,3,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,70-74 years,25,5,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,65-69 years,54,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,60-64 years,69,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,5-9 years,164,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,55-59 years,85,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,50-54 years,92,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,45-49 years,105,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,40-44 years,141,9,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,35-39 years,184,10,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,30-34 years,225,11,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,25-29 years,231,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,20-24 years,232,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,15-19 years,136,9,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,10-14 years,110,6,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Male,0-4 years,185,9,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2021,53,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,85-89 years,3,1,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,80-84 years,10,3,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,75-79 years,15,4,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,70-74 years,26,5,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,65-69 years,54,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,60-64 years,70,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,5-9 years,150,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,55-59 years,79,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,50-54 years,89,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,45-49 years,92,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,40-44 years,116,9,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,35-39 years,166,10,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,30-34 years,248,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,25-29 years,259,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,20-24 years,211,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,15-19 years,120,9,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,10-14 years,116,7,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,Female,0-4 years,196,10,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-146,124,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,90+ years,-2,1,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,85-89 years,4,3,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-14,7,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-12,8,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-12,12,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-35,17,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-4,17,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,5-9 years,134,15,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,55-59 years,7,18,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,50-54 years,10,16,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,45-49 years,26,16,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,40-44 years,48,17,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,35-39 years,45,22,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,30-34 years,-61,27,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-354,29,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-192,24,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,15-19 years,5,16,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,10-14 years,103,12,Provisional
2021-05,2021-09,Long-term migrant,Net,TOTAL,0-4 years,159,21,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,TOTAL,-369,74,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,90+ years,-1,1,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,85-89 years,3,2,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,80-84 years,-9,4,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,75-79 years,-6,5,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,70-74 years,-6,8,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,65-69 years,-19,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,60-64 years,1,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,5-9 years,70,10,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,55-59 years,5,12,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,50-54 years,1,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,45-49 years,6,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,40-44 years,22,12,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,35-39 years,-25,16,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,30-34 years,-114,19,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,25-29 years,-255,20,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,20-24 years,-153,16,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,15-19 years,-12,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,10-14 years,51,8,Provisional
2021-05,2021-09,Long-term migrant,Net,Male,0-4 years,73,13,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,TOTAL,223,70,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,90+ years,-1,1,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,85-89 years,1,2,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,80-84 years,-5,5,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,75-79 years,-6,5,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,70-74 years,-6,8,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,65-69 years,-17,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,60-64 years,-5,12,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,5-9 years,65,10,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,55-59 years,2,12,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,50-54 years,9,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,45-49 years,20,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,40-44 years,26,10,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,35-39 years,70,13,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,30-34 years,52,16,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,25-29 years,-99,18,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,20-24 years,-38,16,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,15-19 years,17,11,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,10-14 years,52,8,Provisional
2021-05,2021-09,Long-term migrant,Net,Female,0-4 years,86,13,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4219,92,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,7,2,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,34,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,42,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,77,10,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,157,15,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,169,14,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,162,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,180,14,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,175,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,178,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,218,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,351,15,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,583,20,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,814,24,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,537,20,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,187,13,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,109,7,Provisional
2021-05,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,236,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,TOTAL,2400,59,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,90+ years,1,1,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,85-89 years,2,1,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,80-84 years,17,3,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,75-79 years,20,4,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,70-74 years,38,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,65-69 years,79,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,60-64 years,79,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,5-9 years,84,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,55-59 years,87,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,50-54 years,93,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,45-49 years,100,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,40-44 years,134,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,35-39 years,225,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,30-34 years,367,15,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,25-29 years,479,17,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,20-24 years,312,15,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,15-19 years,99,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,10-14 years,59,5,Provisional
2021-05,2021-09,Long-term migrant,Departures,Male,0-4 years,125,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,TOTAL,1819,48,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,90+ years,2,1,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,85-89 years,5,2,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,80-84 years,18,4,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,75-79 years,22,4,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,70-74 years,39,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,65-69 years,78,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,60-64 years,90,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,5-9 years,78,6,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,55-59 years,93,9,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,50-54 years,82,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,45-49 years,78,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,40-44 years,84,7,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,35-39 years,126,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,30-34 years,216,11,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,25-29 years,335,14,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,20-24 years,225,12,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,15-19 years,88,8,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,10-14 years,50,5,Provisional
2021-05,2021-09,Long-term migrant,Departures,Female,0-4 years,111,7,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4073,100,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,1,1,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,11,3,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,20,4,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,30,5,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,66,9,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,121,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,165,14,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,297,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,186,14,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,185,12,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,204,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,266,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,396,17,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,521,20,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,460,20,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,345,16,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,192,12,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,211,10,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,395,20,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2031,55,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,85-89 years,5,2,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,80-84 years,8,2,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,75-79 years,14,3,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,70-74 years,32,6,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,65-69 years,60,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,60-64 years,80,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,5-9 years,154,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,55-59 years,92,9,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,50-54 years,94,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,45-49 years,107,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,40-44 years,156,10,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,35-39 years,200,11,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,30-34 years,253,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,25-29 years,224,11,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,20-24 years,158,10,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,15-19 years,87,7,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,10-14 years,110,7,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Male,0-4 years,198,11,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2042,57,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,85-89 years,6,2,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,80-84 years,13,3,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,75-79 years,16,4,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,70-74 years,34,5,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,65-69 years,61,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,60-64 years,85,9,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,5-9 years,143,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,55-59 years,94,9,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,50-54 years,91,7,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,45-49 years,97,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,40-44 years,110,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,35-39 years,196,10,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,30-34 years,268,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,25-29 years,236,13,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,20-24 years,187,11,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,15-19 years,105,8,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,10-14 years,102,6,Provisional
2021-05,2021-09,Long-term migrant,Arrivals,Female,0-4 years,198,12,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-103,137,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,90+ years,0,2,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,85-89 years,0,4,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-20,7,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-20,8,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-56,14,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-59,20,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-43,20,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,5-9 years,73,14,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-24,18,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-3,16,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,45-49 years,26,16,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,40-44 years,61,17,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,35-39 years,55,22,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,30-34 years,-72,27,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-240,33,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-82,23,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,15-19 years,65,15,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,10-14 years,105,12,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,0-4 years,130,22,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,TOTAL,-222,78,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,85-89 years,-5,2,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,80-84 years,-11,4,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,75-79 years,-10,5,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,70-74 years,-19,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,65-69 years,-22,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,60-64 years,-6,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,5-9 years,45,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,55-59 years,-7,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,50-54 years,-3,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,45-49 years,6,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,40-44 years,31,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,35-39 years,16,15,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,30-34 years,-109,18,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,25-29 years,-213,21,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,20-24 years,-61,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,15-19 years,27,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,10-14 years,47,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,0-4 years,72,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,TOTAL,119,77,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,90+ years,0,1,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,85-89 years,5,3,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,80-84 years,-9,4,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,75-79 years,-10,5,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,70-74 years,-37,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,65-69 years,-37,13,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,60-64 years,-37,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,5-9 years,27,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,55-59 years,-17,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,50-54 years,0,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,45-49 years,20,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,40-44 years,30,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,35-39 years,39,13,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,30-34 years,38,17,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,25-29 years,-27,19,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,20-24 years,-21,15,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,15-19 years,38,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,10-14 years,58,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,0-4 years,58,12,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4158,102,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,12,3,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,44,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,55,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,121,13,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,199,18,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,207,16,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,186,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,200,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,182,12,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,181,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,213,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,324,15,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,575,20,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,782,27,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,393,17,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,135,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,115,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,230,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,TOTAL,2197,61,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,90+ years,1,0,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,85-89 years,8,2,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,80-84 years,21,4,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,75-79 years,27,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,70-74 years,55,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,65-69 years,90,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,60-64 years,82,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,5-9 years,93,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,55-59 years,91,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,50-54 years,89,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,45-49 years,99,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,40-44 years,117,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,35-39 years,180,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,30-34 years,340,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,25-29 years,451,18,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,20-24 years,201,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,15-19 years,70,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,10-14 years,64,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,0-4 years,118,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,TOTAL,1960,55,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,90+ years,3,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,85-89 years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,80-84 years,23,4,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,75-79 years,28,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,70-74 years,65,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,65-69 years,109,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,60-64 years,125,12,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,5-9 years,93,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,55-59 years,109,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,50-54 years,94,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,45-49 years,82,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,40-44 years,96,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,35-39 years,144,9,Provisional
