year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2013-08,2020-09,Long-term migrant,Net,TOTAL,70-74 years,40,0,Final
2013-08,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-2,0,Final
2013-08,2020-09,Long-term migrant,Net,TOTAL,80-84 years,3,0,Final
2013-08,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-2,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,1,0,Final
2013-08,2020-09,Long-term migrant,Departures,TOTAL,90+ years,1,0,Final
2013-08,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,Female,TOTAL,4272,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,Male,TOTAL,4659,0,Final
2013-08,2020-09,Long-term migrant,Departures,Female,TOTAL,3486,0,Final
2013-08,2020-09,Long-term migrant,Departures,Male,TOTAL,3442,0,Final
2013-08,2020-09,Long-term migrant,Net,Female,TOTAL,786,0,Final
2013-08,2020-09,Long-term migrant,Net,Male,TOTAL,1217,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,8931,0,Final
2013-08,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6928,0,Final
2013-08,2020-09,Long-term migrant,Net,TOTAL,TOTAL,2003,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,0-4 years,315,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,0-4 years,325,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,10-14 years,177,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,10-14 years,180,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,15-19 years,294,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,15-19 years,380,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,20-24 years,758,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,20-24 years,652,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,25-29 years,885,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,25-29 years,825,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,30-34 years,547,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,30-34 years,573,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,35-39 years,348,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,35-39 years,352,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,40-44 years,243,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,40-44 years,287,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,45-49 years,138,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,45-49 years,209,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,5-9 years,213,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,5-9 years,248,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,50-54 years,177,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,50-54 years,150,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,55-59 years,163,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,55-59 years,139,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,60-64 years,130,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,60-64 years,135,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,65-69 years,74,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,65-69 years,93,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,70-74 years,32,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,70-74 years,45,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,75-79 years,29,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,75-79 years,19,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,80-84 years,12,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,80-84 years,6,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,85-89 years,5,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,85-89 years,2,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,90+ years,2,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,0-4 years,242,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,0-4 years,249,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,10-14 years,141,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,10-14 years,151,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,15-19 years,211,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,15-19 years,224,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,20-24 years,512,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,20-24 years,545,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,25-29 years,493,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,25-29 years,563,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,30-34 years,311,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,30-34 years,329,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,35-39 years,215,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,35-39 years,250,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,40-44 years,164,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,40-44 years,203,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,45-49 years,154,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,45-49 years,165,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,5-9 years,177,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,5-9 years,196,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,50-54 years,141,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,50-54 years,137,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,55-59 years,119,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,55-59 years,84,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,60-64 years,64,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,60-64 years,67,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,65-69 years,42,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,65-69 years,43,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,70-74 years,27,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,70-74 years,29,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,75-79 years,23,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,75-79 years,15,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,80-84 years,7,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,80-84 years,7,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,85-89 years,9,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,85-89 years,2,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,90+ years,1,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,0-4 years,73,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,0-4 years,76,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,10-14 years,36,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,10-14 years,29,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,15-19 years,83,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,15-19 years,156,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,20-24 years,246,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,20-24 years,107,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,25-29 years,392,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,25-29 years,262,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,30-34 years,236,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,30-34 years,244,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,35-39 years,133,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,35-39 years,102,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,40-44 years,79,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,40-44 years,84,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,45-49 years,-16,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,45-49 years,44,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,5-9 years,36,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,5-9 years,52,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,50-54 years,36,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,50-54 years,13,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,55-59 years,44,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,55-59 years,55,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,60-64 years,66,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,60-64 years,68,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,65-69 years,32,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,65-69 years,50,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,70-74 years,5,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,70-74 years,16,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,75-79 years,6,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,75-79 years,4,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,80-84 years,5,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,80-84 years,-1,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,85-89 years,-4,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,90+ years,1,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,90+ years,1,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,640,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,357,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,674,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1410,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1710,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1120,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,700,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,530,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,347,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,461,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,327,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,302,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,265,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,167,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,77,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,48,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,18,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,7,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,491,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,292,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,435,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1057,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1056,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,640,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,465,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,367,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,319,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,373,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,278,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,203,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,131,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,85,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,56,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,38,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,14,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,0-4 years,149,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,10-14 years,65,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,15-19 years,239,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,20-24 years,353,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,25-29 years,654,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,30-34 years,480,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,35-39 years,235,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,40-44 years,163,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,45-49 years,28,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,5-9 years,88,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,50-54 years,49,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,55-59 years,99,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,60-64 years,134,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,65-69 years,82,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,70-74 years,21,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,75-79 years,10,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,80-84 years,4,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-4,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,3,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,90+ years,1,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,90+ years,2,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Female,TOTAL,4541,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,Male,TOTAL,4622,0,Final
2013-09,2020-09,Long-term migrant,Departures,Female,TOTAL,3052,0,Final
2013-09,2020-09,Long-term migrant,Departures,Male,TOTAL,3260,0,Final
2013-09,2020-09,Long-term migrant,Net,Female,TOTAL,1489,0,Final
2013-09,2020-09,Long-term migrant,Net,Male,TOTAL,1362,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,9163,0,Final
2013-09,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6312,0,Final
2013-09,2020-09,Long-term migrant,Net,TOTAL,TOTAL,2851,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,0-4 years,283,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,0-4 years,327,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,10-14 years,151,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,10-14 years,176,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,15-19 years,336,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,15-19 years,463,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,20-24 years,721,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,20-24 years,754,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,25-29 years,916,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,25-29 years,955,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,30-34 years,592,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,30-34 years,658,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,35-39 years,354,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,35-39 years,381,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,40-44 years,255,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,40-44 years,339,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,45-49 years,147,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,45-49 years,188,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,5-9 years,214,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,5-9 years,200,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,50-54 years,158,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,50-54 years,170,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,55-59 years,188,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,55-59 years,148,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,60-64 years,129,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,60-64 years,143,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,65-69 years,99,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,65-69 years,96,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,70-74 years,40,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,70-74 years,35,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,75-79 years,17,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,75-79 years,23,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,80-84 years,17,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,80-84 years,13,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,85-89 years,7,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,85-89 years,1,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Female,90+ years,4,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,0-4 years,254,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,0-4 years,276,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,10-14 years,126,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,10-14 years,159,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,15-19 years,155,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,15-19 years,204,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,20-24 years,449,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,20-24 years,529,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,25-29 years,527,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,25-29 years,568,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,30-34 years,320,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,30-34 years,369,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,35-39 years,209,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,35-39 years,248,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,40-44 years,168,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,40-44 years,179,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,45-49 years,132,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,45-49 years,175,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,5-9 years,157,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,5-9 years,178,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,50-54 years,136,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,50-54 years,113,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,55-59 years,102,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,55-59 years,93,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,60-64 years,59,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,60-64 years,73,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,65-69 years,50,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,65-69 years,43,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,70-74 years,28,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,70-74 years,26,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,75-79 years,26,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,75-79 years,16,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,80-84 years,8,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,80-84 years,6,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,85-89 years,6,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,85-89 years,5,0,Final
2013-10,2020-09,Long-term migrant,Departures,Female,90+ years,1,0,Final
2013-10,2020-09,Long-term migrant,Departures,Male,90+ years,3,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,0-4 years,29,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,0-4 years,51,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,10-14 years,25,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,10-14 years,17,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,15-19 years,181,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,15-19 years,259,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,20-24 years,272,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,20-24 years,225,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,25-29 years,389,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,25-29 years,387,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,30-34 years,272,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,30-34 years,289,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,35-39 years,145,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,35-39 years,133,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,40-44 years,87,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,40-44 years,160,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,45-49 years,15,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,45-49 years,13,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,5-9 years,57,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,5-9 years,22,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,50-54 years,22,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,50-54 years,57,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,55-59 years,86,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,55-59 years,55,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,60-64 years,70,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,60-64 years,70,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,65-69 years,49,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,65-69 years,53,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,70-74 years,12,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,70-74 years,9,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,75-79 years,-9,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,75-79 years,7,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,80-84 years,9,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,80-84 years,7,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,85-89 years,1,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,85-89 years,-4,0,Final
2013-10,2020-09,Long-term migrant,Net,Female,90+ years,3,0,Final
2013-10,2020-09,Long-term migrant,Net,Male,90+ years,-2,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,610,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,327,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,799,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1475,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1871,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1250,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,735,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,594,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,335,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,414,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,328,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,336,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,272,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,195,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,75,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,40,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,30,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,8,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,530,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,285,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,359,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,978,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1095,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,689,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,457,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,347,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,307,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,335,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,249,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,195,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,132,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,93,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,54,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,42,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,14,0,Final
2013-10,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,0-4 years,80,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,10-14 years,42,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,15-19 years,440,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,20-24 years,497,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,25-29 years,776,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,30-34 years,561,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,35-39 years,278,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,40-44 years,247,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,45-49 years,28,0,Final
2013-10,2020-09,Long-term migrant,Net,TOTAL,5-9 years,79,0,Final
